comuna,rango_etario,sexo,junta_discapacidad,barrio,total,cud_activos,cud_vencidos
4,"0-5 Primera infancia",FEMENINO,Mental,Parque Patricios,14,14,0
4,"0-5 Primera infancia",FEMENINO,Mixta,Barracas,5,4,1
4,"0-5 Primera infancia",FEMENINO,Mixta,La Boca,3,3,0
4,"0-5 Primera infancia",FEMENINO,Mixta,Nueva Pompeya,1,1,0
4,"0-5 Primera infancia",FEMENINO,Mixta,Parque Patricios,5,4,1
4,"0-5 Primera infancia",FEMENINO,Motora,Barracas,2,2,0
4,"0-5 Primera infancia",FEMENINO,Motora,Nueva Pompeya,1,1,0
4,"0-5 Primera infancia",FEMENINO,Visceral,Barracas,1,0,1
4,"0-5 Primera infancia",FEMENINO,Visceral,La Boca,1,1,0
4,"0-5 Primera infancia",FEMENINO,Visual,Parque Patricios,1,1,0
4,"0-5 Primera infancia",MASCULINO,Auditiva,Parque Patricios,1,1,0
4,"0-5 Primera infancia",MASCULINO,Mental,Barracas,44,44,0
4,"0-5 Primera infancia",MASCULINO,Mental,La Boca,34,34,0
4,"0-5 Primera infancia",MASCULINO,Mental,Nueva Pompeya,43,43,0
4,"0-5 Primera infancia",MASCULINO,Mental,Parque Patricios,38,37,1
4,"0-5 Primera infancia",MASCULINO,Mixta,Barracas,8,8,0
4,"0-5 Primera infancia",MASCULINO,Mixta,La Boca,4,4,0
4,"0-5 Primera infancia",MASCULINO,Mixta,Nueva Pompeya,3,3,0
4,"0-5 Primera infancia",MASCULINO,Mixta,Parque Patricios,9,9,0
4,"0-5 Primera infancia",MASCULINO,Motora,Barracas,2,2,0
4,"0-5 Primera infancia",MASCULINO,Motora,La Boca,1,1,0
4,"0-5 Primera infancia",MASCULINO,Visceral,Barracas,3,3,0
4,"0-5 Primera infancia",MASCULINO,Visceral,La Boca,1,1,0
4,"0-5 Primera infancia",MASCULINO,Visceral,Nueva Pompeya,1,1,0
4,"0-5 Primera infancia",MASCULINO,Visceral,Parque Patricios,1,1,0
4,"0-5 Primera infancia",MASCULINO,Visual,Nueva Pompeya,1,1,0
4,18-64 Adulto,FEMENINO,Auditiva,Barracas,71,70,1
4,18-64 Adulto,FEMENINO,Auditiva,La Boca,72,72,0
4,18-64 Adulto,FEMENINO,Auditiva,Nueva Pompeya,47,47,0
4,18-64 Adulto,FEMENINO,Auditiva,Parque Patricios,54,53,1
4,18-64 Adulto,FEMENINO,Mental,Barracas,444,424,20
4,18-64 Adulto,FEMENINO,Mental,La Boca,228,217,11
4,18-64 Adulto,FEMENINO,Mental,Nueva Pompeya,161,152,9
4,18-64 Adulto,FEMENINO,Mental,Parque Patricios,211,209,2
4,18-64 Adulto,FEMENINO,Mixta,Barracas,86,82,4
4,18-64 Adulto,FEMENINO,Mixta,La Boca,70,61,9
4,18-64 Adulto,FEMENINO,Mixta,Nueva Pompeya,42,41,1
4,18-64 Adulto,FEMENINO,Mixta,Parque Patricios,54,49,5
4,18-64 Adulto,FEMENINO,Motora,Barracas,191,183,8
4,18-64 Adulto,FEMENINO,Motora,La Boca,179,166,13
4,18-64 Adulto,FEMENINO,Motora,Nueva Pompeya,113,104,9
4,18-64 Adulto,FEMENINO,Motora,Parque Patricios,105,100,5
4,18-64 Adulto,FEMENINO,Visceral,Barracas,46,43,3
4,18-64 Adulto,FEMENINO,Visceral,La Boca,53,49,4
4,18-64 Adulto,FEMENINO,Visceral,Nueva Pompeya,36,33,3
4,18-64 Adulto,FEMENINO,Visceral,Parque Patricios,37,32,5
4,18-64 Adulto,FEMENINO,Visual,Barracas,35,34,1
4,18-64 Adulto,FEMENINO,Visual,La Boca,42,42,0
4,18-64 Adulto,FEMENINO,Visual,Nueva Pompeya,12,12,0
4,18-64 Adulto,FEMENINO,Visual,Parque Patricios,18,17,1
4,18-64 Adulto,MASCULINO,Auditiva,Barracas,78,77,1
4,18-64 Adulto,MASCULINO,Auditiva,La Boca,55,53,2
4,18-64 Adulto,MASCULINO,Auditiva,Nueva Pompeya,43,42,1
4,18-64 Adulto,MASCULINO,Auditiva,Parque Patricios,49,45,4
4,18-64 Adulto,MASCULINO,Mental,Barracas,521,492,29
4,18-64 Adulto,MASCULINO,Mental,La Boca,299,285,14
4,18-64 Adulto,MASCULINO,Mental,Nueva Pompeya,276,267,9
4,18-64 Adulto,MASCULINO,Mental,Parque Patricios,299,288,11
4,18-64 Adulto,MASCULINO,Mixta,Barracas,70,67,3
4,18-64 Adulto,MASCULINO,Mixta,La Boca,72,65,7
4,18-64 Adulto,MASCULINO,Mixta,Nueva Pompeya,57,53,4
4,18-64 Adulto,MASCULINO,Mixta,Parque Patricios,61,56,5
4,18-64 Adulto,MASCULINO,Motora,Barracas,174,162,12
4,18-64 Adulto,MASCULINO,Motora,La Boca,150,142,8
4,18-64 Adulto,MASCULINO,Motora,Nueva Pompeya,173,158,15
4,18-64 Adulto,MASCULINO,Motora,Parque Patricios,128,119,9
4,18-64 Adulto,MASCULINO,Visceral,Barracas,54,48,6
4,18-64 Adulto,MASCULINO,Visceral,La Boca,66,59,7
4,18-64 Adulto,MASCULINO,Visceral,Nueva Pompeya,50,47,3
4,18-64 Adulto,MASCULINO,Visceral,Parque Patricios,48,45,3
4,18-64 Adulto,MASCULINO,Visual,Barracas,35,33,2
4,18-64 Adulto,MASCULINO,Visual,La Boca,37,36,1
4,18-64 Adulto,MASCULINO,Visual,Nueva Pompeya,24,24,0
4,18-64 Adulto,MASCULINO,Visual,Parque Patricios,35,34,1
4,18-64 Adulto,NO BINARIE,Motora,Nueva Pompeya,1,1,0
4,6-17 Pediátrico,FEMENINO,Auditiva,Barracas,8,8,0
4,6-17 Pediátrico,FEMENINO,Auditiva,La Boca,8,8,0
4,6-17 Pediátrico,FEMENINO,Auditiva,Nueva Pompeya,1,1,0
4,6-17 Pediátrico,FEMENINO,Auditiva,Parque Patricios,2,2,0
4,6-17 Pediátrico,FEMENINO,Mental,Barracas,152,149,3
4,6-17 Pediátrico,FEMENINO,Mental,La Boca,115,109,6
4,6-17 Pediátrico,FEMENINO,Mental,Nueva Pompeya,99,94,5
4,6-17 Pediátrico,FEMENINO,Mental,Parque Patricios,98,92,6
4,6-17 Pediátrico,FEMENINO,Mixta,Barracas,30,28,2
4,6-17 Pediátrico,FEMENINO,Mixta,La Boca,22,20,2
4,6-17 Pediátrico,FEMENINO,Mixta,Nueva Pompeya,14,13,1
4,6-17 Pediátrico,FEMENINO,Mixta,Parque Patricios,15,13,2
4,6-17 Pediátrico,FEMENINO,Motora,Barracas,3,3,0
4,6-17 Pediátrico,FEMENINO,Motora,La Boca,7,7,0
4,6-17 Pediátrico,FEMENINO,Motora,Parque Patricios,4,4,0
4,6-17 Pediátrico,FEMENINO,Visceral,Barracas,9,8,1
4,6-17 Pediátrico,FEMENINO,Visceral,La Boca,6,6,0
4,6-17 Pediátrico,FEMENINO,Visceral,Nueva Pompeya,1,1,0
4,6-17 Pediátrico,FEMENINO,Visceral,Parque Patricios,2,2,0
4,6-17 Pediátrico,FEMENINO,Visual,Barracas,4,4,0
4,6-17 Pediátrico,FEMENINO,Visual,La Boca,3,3,0
4,6-17 Pediátrico,FEMENINO,Visual,Parque Patricios,4,4,0
4,6-17 Pediátrico,MASCULINO,Auditiva,Barracas,12,11,1
4,6-17 Pediátrico,MASCULINO,Auditiva,La Boca,11,11,0
4,6-17 Pediátrico,MASCULINO,Auditiva,Nueva Pompeya,5,5,0
4,6-17 Pediátrico,MASCULINO,Auditiva,Parque Patricios,8,8,0
4,6-17 Pediátrico,MASCULINO,Mental,Barracas,381,367,14
4,6-17 Pediátrico,MASCULINO,Mental,La Boca,324,313,11
4,6-17 Pediátrico,MASCULINO,Mental,Nueva Pompeya,298,289,9
4,6-17 Pediátrico,MASCULINO,Mental,Parque Patricios,251,238,13
4,6-17 Pediátrico,MASCULINO,Mixta,Barracas,40,39,1
4,6-17 Pediátrico,MASCULINO,Mixta,La Boca,23,21,2
4,6-17 Pediátrico,MASCULINO,Mixta,Nueva Pompeya,23,22,1
4,6-17 Pediátrico,MASCULINO,Mixta,Parque Patricios,20,19,1
4,6-17 Pediátrico,MASCULINO,Motora,Barracas,9,9,0
4,6-17 Pediátrico,MASCULINO,Motora,La Boca,6,6,0
4,6-17 Pediátrico,MASCULINO,Motora,Nueva Pompeya,7,7,0
4,6-17 Pediátrico,MASCULINO,Motora,Parque Patricios,7,6,1
4,6-17 Pediátrico,MASCULINO,Visceral,Barracas,4,4,0
4,6-17 Pediátrico,MASCULINO,Visceral,La Boca,3,3,0
4,6-17 Pediátrico,MASCULINO,Visceral,Nueva Pompeya,2,2,0
4,6-17 Pediátrico,MASCULINO,Visceral,Parque Patricios,2,2,0
4,6-17 Pediátrico,MASCULINO,Visual,Barracas,3,3,0
4,6-17 Pediátrico,MASCULINO,Visual,La Boca,1,1,0
4,6-17 Pediátrico,MASCULINO,Visual,Nueva Pompeya,2,2,0
4,65+ Personas mayores,FEMENINO,Auditiva,Barracas,210,194,16
4,65+ Personas mayores,FEMENINO,Auditiva,La Boca,120,116,4
4,65+ Personas mayores,FEMENINO,Auditiva,Nueva Pompeya,100,95,5
4,65+ Personas mayores,FEMENINO,Auditiva,Parque Patricios,121,112,9
4,65+ Personas mayores,FEMENINO,Mental,Barracas,183,169,14
4,65+ Personas mayores,FEMENINO,Mental,La Boca,52,45,7
4,65+ Personas mayores,FEMENINO,Mental,Nueva Pompeya,55,47,8
4,65+ Personas mayores,FEMENINO,Mental,Parque Patricios,77,65,12
4,65+ Personas mayores,FEMENINO,Mixta,Barracas,244,216,28
4,65+ Personas mayores,FEMENINO,Mixta,La Boca,100,87,13
4,65+ Personas mayores,FEMENINO,Mixta,Nueva Pompeya,116,103,13
4,65+ Personas mayores,FEMENINO,Mixta,Parque Patricios,135,123,12
4,65+ Personas mayores,FEMENINO,Motora,Barracas,243,221,22
4,65+ Personas mayores,FEMENINO,Motora,La Boca,151,142,9
4,65+ Personas mayores,FEMENINO,Motora,Nueva Pompeya,141,125,16
4,65+ Personas mayores,FEMENINO,Motora,Parque Patricios,136,129,7
4,65+ Personas mayores,FEMENINO,Visceral,Barracas,54,49,5
4,65+ Personas mayores,FEMENINO,Visceral,La Boca,44,40,4
4,65+ Personas mayores,FEMENINO,Visceral,Nueva Pompeya,35,29,6
4,65+ Personas mayores,FEMENINO,Visceral,Parque Patricios,43,37,6
4,65+ Personas mayores,FEMENINO,Visual,Barracas,66,65,1
4,65+ Personas mayores,FEMENINO,Visual,La Boca,35,34,1
4,65+ Personas mayores,FEMENINO,Visual,Nueva Pompeya,37,36,1
4,65+ Personas mayores,FEMENINO,Visual,Parque Patricios,31,31,0
4,65+ Personas mayores,MASCULINO,Auditiva,Barracas,189,182,7
4,65+ Personas mayores,MASCULINO,Auditiva,La Boca,104,94,10
4,65+ Personas mayores,MASCULINO,Auditiva,Nueva Pompeya,108,98,10
4,65+ Personas mayores,MASCULINO,Auditiva,Parque Patricios,105,101,4
4,65+ Personas mayores,MASCULINO,Mental,Barracas,105,99,6
4,65+ Personas mayores,MASCULINO,Mental,La Boca,30,29,1
4,65+ Personas mayores,MASCULINO,Mental,Nueva Pompeya,29,23,6
4,65+ Personas mayores,MASCULINO,Mental,Parque Patricios,36,29,7
4,65+ Personas mayores,MASCULINO,Mixta,Barracas,144,122,22
4,65+ Personas mayores,MASCULINO,Mixta,La Boca,81,70,11
4,65+ Personas mayores,MASCULINO,Mixta,Nueva Pompeya,100,84,16
4,65+ Personas mayores,MASCULINO,Mixta,Parque Patricios,92,78,14
4,65+ Personas mayores,MASCULINO,Motora,Barracas,196,184,12
4,65+ Personas mayores,MASCULINO,Motora,La Boca,133,119,14
4,65+ Personas mayores,MASCULINO,Motora,Nueva Pompeya,115,105,10
4,65+ Personas mayores,MASCULINO,Motora,Parque Patricios,120,106,14
4,65+ Personas mayores,MASCULINO,Visceral,Barracas,85,78,7
4,65+ Personas mayores,MASCULINO,Visceral,La Boca,68,63,5
4,65+ Personas mayores,MASCULINO,Visceral,Nueva Pompeya,48,43,5
4,65+ Personas mayores,MASCULINO,Visceral,Parque Patricios,56,46,10
4,65+ Personas mayores,MASCULINO,Visual,Barracas,42,39,3
4,65+ Personas mayores,MASCULINO,Visual,La Boca,44,41,3
4,65+ Personas mayores,MASCULINO,Visual,Nueva Pompeya,30,26,4
4,65+ Personas mayores,MASCULINO,Visual,Parque Patricios,33,30,3
5,"0-5 Primera infancia",FEMENINO,Auditiva,Almagro,4,4,0
5,"0-5 Primera infancia",FEMENINO,Mental,Almagro,23,21,2
5,"0-5 Primera infancia",FEMENINO,Mental,Boedo,4,4,0
5,"0-5 Primera infancia",FEMENINO,Mixta,Almagro,6,6,0
5,"0-5 Primera infancia",FEMENINO,Mixta,Boedo,6,6,0
5,"0-5 Primera infancia",FEMENINO,Motora,Almagro,3,3,0
5,"0-5 Primera infancia",FEMENINO,Motora,Boedo,1,1,0
5,"0-5 Primera infancia",FEMENINO,Visceral,Almagro,2,2,0
5,"0-5 Primera infancia",FEMENINO,Visceral,Boedo,1,1,0
5,"0-5 Primera infancia",MASCULINO,Auditiva,Almagro,2,2,0
5,"0-5 Primera infancia",MASCULINO,Mental,Almagro,50,49,1
5,"0-5 Primera infancia",MASCULINO,Mental,Boedo,19,17,2
5,"0-5 Primera infancia",MASCULINO,Mixta,Almagro,16,15,1
5,"0-5 Primera infancia",MASCULINO,Mixta,Boedo,5,5,0
5,"0-5 Primera infancia",MASCULINO,Motora,Almagro,5,5,0
5,"0-5 Primera infancia",MASCULINO,Visceral,Almagro,4,2,2
5,"0-5 Primera infancia",MASCULINO,Visual,Almagro,1,1,0
5,18-64 Adulto,FEMENINO,Auditiva,Almagro,133,127,6
5,18-64 Adulto,FEMENINO,Auditiva,Boedo,55,54,1
5,18-64 Adulto,FEMENINO,Mental,Almagro,431,413,18
5,18-64 Adulto,FEMENINO,Mental,Boedo,174,168,6
5,18-64 Adulto,FEMENINO,Mixta,Almagro,129,124,5
5,18-64 Adulto,FEMENINO,Mixta,Boedo,41,38,3
5,18-64 Adulto,FEMENINO,Motora,Almagro,265,262,3
5,18-64 Adulto,FEMENINO,Motora,Boedo,135,131,4
5,18-64 Adulto,FEMENINO,Visceral,Almagro,96,90,6
5,18-64 Adulto,FEMENINO,Visceral,Boedo,33,33,0
5,18-64 Adulto,FEMENINO,Visual,Almagro,56,55,1
5,18-64 Adulto,FEMENINO,Visual,Boedo,32,31,1
5,18-64 Adulto,MASCULINO,Auditiva,Almagro,98,94,4
5,18-64 Adulto,MASCULINO,Auditiva,Boedo,37,37,0
5,18-64 Adulto,MASCULINO,Mental,Almagro,609,588,21
5,18-64 Adulto,MASCULINO,Mental,Boedo,219,201,18
5,18-64 Adulto,MASCULINO,Mixta,Almagro,157,149,8
5,18-64 Adulto,MASCULINO,Mixta,Boedo,54,48,6
5,18-64 Adulto,MASCULINO,Motora,Almagro,231,225,6
5,18-64 Adulto,MASCULINO,Motora,Boedo,101,94,7
5,18-64 Adulto,MASCULINO,Visceral,Almagro,91,85,6
5,18-64 Adulto,MASCULINO,Visceral,Boedo,45,37,8
5,18-64 Adulto,MASCULINO,Visual,Almagro,65,63,2
5,18-64 Adulto,MASCULINO,Visual,Boedo,21,20,1
5,18-64 Adulto,NO BINARIE,Mental,Almagro,1,1,0
5,18-64 Adulto,NO BINARIE,Mental,Boedo,1,1,0
5,6-17 Pediátrico,FEMENINO,Auditiva,Almagro,9,9,0
5,6-17 Pediátrico,FEMENINO,Auditiva,Boedo,8,8,0
5,6-17 Pediátrico,FEMENINO,Mental,Almagro,190,178,12
5,6-17 Pediátrico,FEMENINO,Mental,Boedo,76,69,7
5,6-17 Pediátrico,FEMENINO,Mixta,Almagro,34,32,2
5,6-17 Pediátrico,FEMENINO,Mixta,Boedo,9,9,0
5,6-17 Pediátrico,FEMENINO,Motora,Almagro,12,12,0
5,6-17 Pediátrico,FEMENINO,Motora,Boedo,3,3,0
5,6-17 Pediátrico,FEMENINO,Visceral,Almagro,10,10,0
5,6-17 Pediátrico,FEMENINO,Visceral,Boedo,2,2,0
5,6-17 Pediátrico,FEMENINO,Visual,Almagro,3,3,0
5,6-17 Pediátrico,FEMENINO,Visual,Boedo,3,2,1
5,6-17 Pediátrico,MASCULINO,Auditiva,Almagro,13,13,0
5,6-17 Pediátrico,MASCULINO,Auditiva,Boedo,3,2,1
5,6-17 Pediátrico,MASCULINO,Mental,Almagro,538,515,23
5,6-17 Pediátrico,MASCULINO,Mental,Boedo,233,224,9
5,6-17 Pediátrico,MASCULINO,Mixta,Almagro,49,47,2
5,6-17 Pediátrico,MASCULINO,Mixta,Boedo,21,21,0
5,6-17 Pediátrico,MASCULINO,Motora,Almagro,8,8,0
5,6-17 Pediátrico,MASCULINO,Motora,Boedo,11,11,0
5,6-17 Pediátrico,MASCULINO,Visceral,Almagro,7,7,0
5,6-17 Pediátrico,MASCULINO,Visceral,Boedo,1,1,0
5,6-17 Pediátrico,MASCULINO,Visual,Almagro,3,3,0
5,6-17 Pediátrico,MASCULINO,Visual,Boedo,2,2,0
5,65+ Personas mayores,FEMENINO,Auditiva,Almagro,508,487,21
5,65+ Personas mayores,FEMENINO,Auditiva,Boedo,152,135,17
5,65+ Personas mayores,FEMENINO,Mental,Almagro,325,296,29
5,65+ Personas mayores,FEMENINO,Mental,Boedo,87,76,11
5,65+ Personas mayores,FEMENINO,Mixta,Almagro,735,662,73
5,65+ Personas mayores,FEMENINO,Mixta,Boedo,181,152,29
5,65+ Personas mayores,FEMENINO,Motora,Almagro,598,548,50
5,65+ Personas mayores,FEMENINO,Motora,Boedo,218,184,34
5,65+ Personas mayores,FEMENINO,Visceral,Almagro,127,113,14
5,65+ Personas mayores,FEMENINO,Visceral,Boedo,38,31,7
5,65+ Personas mayores,FEMENINO,Visual,Almagro,132,126,6
5,65+ Personas mayores,FEMENINO,Visual,Boedo,38,35,3
5,65+ Personas mayores,MASCULINO,Auditiva,Almagro,372,345,27
5,65+ Personas mayores,MASCULINO,Auditiva,Boedo,128,123,5
5,65+ Personas mayores,MASCULINO,Mental,Almagro,140,120,20
5,65+ Personas mayores,MASCULINO,Mental,Boedo,34,25,9
5,65+ Personas mayores,MASCULINO,Mixta,Almagro,355,308,47
5,65+ Personas mayores,MASCULINO,Mixta,Boedo,97,85,12
5,65+ Personas mayores,MASCULINO,Motora,Almagro,367,320,47
5,65+ Personas mayores,MASCULINO,Motora,Boedo,151,130,21
5,65+ Personas mayores,MASCULINO,Visceral,Almagro,140,122,18
5,65+ Personas mayores,MASCULINO,Visceral,Boedo,64,57,7
5,65+ Personas mayores,MASCULINO,Visual,Almagro,95,87,8
5,65+ Personas mayores,MASCULINO,Visual,Boedo,30,29,1
6,"0-5 Primera infancia",FEMENINO,Mental,Caballito,25,24,1
6,"0-5 Primera infancia",FEMENINO,Mixta,Caballito,16,16,0
6,"0-5 Primera infancia",FEMENINO,Motora,Caballito,2,2,0
6,"0-5 Primera infancia",FEMENINO,Visceral,Caballito,1,1,0
6,"0-5 Primera infancia",MASCULINO,Auditiva,Caballito,4,4,0
6,"0-5 Primera infancia",MASCULINO,Mental,Caballito,81,79,2
6,"0-5 Primera infancia",MASCULINO,Mixta,Caballito,18,17,1
6,"0-5 Primera infancia",MASCULINO,Motora,Caballito,3,3,0
6,"0-5 Primera infancia",MASCULINO,Visceral,Caballito,4,4,0
6,18-64 Adulto,FEMENINO,Auditiva,Caballito,198,193,5
6,18-64 Adulto,FEMENINO,Mental,Caballito,574,553,21
6,18-64 Adulto,FEMENINO,Mixta,Caballito,150,144,6
6,18-64 Adulto,FEMENINO,Motora,Caballito,382,364,18
6,18-64 Adulto,FEMENINO,Visceral,Caballito,104,95,9
6,18-64 Adulto,FEMENINO,Visual,Caballito,72,71,1
6,18-64 Adulto,MASCULINO,Auditiva,Caballito,141,137,4
6,18-64 Adulto,MASCULINO,Mental,Caballito,734,705,29
6,18-64 Adulto,MASCULINO,Mixta,Caballito,183,168,15
6,18-64 Adulto,MASCULINO,Motora,Caballito,298,281,17
6,18-64 Adulto,MASCULINO,Visceral,Caballito,148,137,11
6,18-64 Adulto,MASCULINO,Visual,Caballito,68,66,2
6,18-64 Adulto,NO BINARIE,Mental,Caballito,3,3,0
6,6-17 Pediátrico,FEMENINO,Auditiva,Caballito,5,5,0
6,6-17 Pediátrico,FEMENINO,Mental,Caballito,295,281,14
6,6-17 Pediátrico,FEMENINO,Mixta,Caballito,41,37,4
6,6-17 Pediátrico,FEMENINO,Motora,Caballito,15,15,0
6,6-17 Pediátrico,FEMENINO,Visceral,Caballito,8,7,1
6,6-17 Pediátrico,FEMENINO,Visual,Caballito,6,6,0
6,6-17 Pediátrico,MASCULINO,Auditiva,Caballito,16,13,3
6,6-17 Pediátrico,MASCULINO,Mental,Caballito,786,738,48
6,6-17 Pediátrico,MASCULINO,Mixta,Caballito,60,60,0
6,6-17 Pediátrico,MASCULINO,Motora,Caballito,15,15,0
6,6-17 Pediátrico,MASCULINO,Visceral,Caballito,7,7,0
6,6-17 Pediátrico,MASCULINO,Visual,Caballito,3,3,0
6,65+ Personas mayores,FEMENINO,Auditiva,Caballito,828,793,35
6,65+ Personas mayores,FEMENINO,Mental,Caballito,477,437,40
6,65+ Personas mayores,FEMENINO,Mixta,Caballito,1088,987,101
6,65+ Personas mayores,FEMENINO,Motora,Caballito,851,775,76
6,65+ Personas mayores,FEMENINO,Visceral,Caballito,154,141,13
6,65+ Personas mayores,FEMENINO,Visual,Caballito,173,161,12
6,65+ Personas mayores,MASCULINO,Auditiva,Caballito,643,610,33
6,65+ Personas mayores,MASCULINO,Mental,Caballito,189,166,23
6,65+ Personas mayores,MASCULINO,Mixta,Caballito,557,479,78
6,65+ Personas mayores,MASCULINO,Motora,Caballito,567,513,54
6,65+ Personas mayores,MASCULINO,Visceral,Caballito,222,202,20
6,65+ Personas mayores,MASCULINO,Visual,Caballito,98,91,7
7,"0-5 Primera infancia",FEMENINO,Auditiva,Parque Chacabuco,1,1,0
7,"0-5 Primera infancia",FEMENINO,Mental,Flores,28,26,2
7,"0-5 Primera infancia",FEMENINO,Mental,Parque Chacabuco,9,9,0
7,"0-5 Primera infancia",FEMENINO,Mixta,Flores,13,12,1
7,"0-5 Primera infancia",FEMENINO,Mixta,Parque Chacabuco,5,5,0
7,"0-5 Primera infancia",FEMENINO,Motora,Flores,4,3,1
7,"0-5 Primera infancia",FEMENINO,Motora,Parque Chacabuco,2,2,0
7,"0-5 Primera infancia",FEMENINO,Visceral,Flores,1,1,0
7,"0-5 Primera infancia",FEMENINO,Visual,Flores,1,1,0
7,"0-5 Primera infancia",MASCULINO,Auditiva,Flores,3,3,0
7,"0-5 Primera infancia",MASCULINO,Auditiva,Parque Chacabuco,2,2,0
7,"0-5 Primera infancia",MASCULINO,Mental,Flores,72,71,1
7,"0-5 Primera infancia",MASCULINO,Mental,Parque Chacabuco,34,33,1
7,"0-5 Primera infancia",MASCULINO,Mixta,Flores,9,8,1
7,"0-5 Primera infancia",MASCULINO,Mixta,Parque Chacabuco,4,4,0
7,"0-5 Primera infancia",MASCULINO,Motora,Flores,3,3,0
7,"0-5 Primera infancia",MASCULINO,Motora,Parque Chacabuco,1,1,0
7,"0-5 Primera infancia",MASCULINO,Visceral,Flores,1,1,0
7,"0-5 Primera infancia",MASCULINO,Visceral,Parque Chacabuco,5,5,0
7,"0-5 Primera infancia",MASCULINO,Visual,Flores,2,2,0
7,18-64 Adulto,FEMENINO,Auditiva,Flores,151,145,6
7,18-64 Adulto,FEMENINO,Auditiva,Parque Chacabuco,51,51,0
7,18-64 Adulto,FEMENINO,Mental,Flores,507,488,19
7,18-64 Adulto,FEMENINO,Mental,Parque Chacabuco,225,211,14
7,18-64 Adulto,FEMENINO,Mixta,Flores,144,140,4
7,18-64 Adulto,FEMENINO,Mixta,Parque Chacabuco,61,59,2
7,18-64 Adulto,FEMENINO,Motora,Flores,310,301,9
7,18-64 Adulto,FEMENINO,Motora,Parque Chacabuco,140,134,6
7,18-64 Adulto,FEMENINO,Visceral,Flores,73,68,5
7,18-64 Adulto,FEMENINO,Visceral,Parque Chacabuco,36,32,4
7,18-64 Adulto,FEMENINO,Visual,Flores,64,63,1
7,18-64 Adulto,FEMENINO,Visual,Parque Chacabuco,26,25,1
7,18-64 Adulto,MASCULINO,Auditiva,Flores,113,110,3
7,18-64 Adulto,MASCULINO,Auditiva,Parque Chacabuco,51,49,2
7,18-64 Adulto,MASCULINO,Mental,Flores,629,606,23
7,18-64 Adulto,MASCULINO,Mental,Parque Chacabuco,289,275,14
7,18-64 Adulto,MASCULINO,Mixta,Flores,131,123,8
7,18-64 Adulto,MASCULINO,Mixta,Parque Chacabuco,70,67,3
7,18-64 Adulto,MASCULINO,Motora,Flores,275,263,12
7,18-64 Adulto,MASCULINO,Motora,Parque Chacabuco,139,137,2
7,18-64 Adulto,MASCULINO,Visceral,Flores,102,99,3
7,18-64 Adulto,MASCULINO,Visceral,Parque Chacabuco,52,48,4
7,18-64 Adulto,MASCULINO,Visual,Flores,55,55,0
7,18-64 Adulto,MASCULINO,Visual,Parque Chacabuco,18,18,0
7,18-64 Adulto,NO BINARIE,Mental,Flores,1,1,0
7,6-17 Pediátrico,FEMENINO,Auditiva,Flores,13,13,0
7,6-17 Pediátrico,FEMENINO,Auditiva,Parque Chacabuco,2,2,0
7,6-17 Pediátrico,FEMENINO,Mental,Flores,264,251,13
7,6-17 Pediátrico,FEMENINO,Mental,Parque Chacabuco,99,91,8
7,6-17 Pediátrico,FEMENINO,Mixta,Flores,47,44,3
7,6-17 Pediátrico,FEMENINO,Mixta,Parque Chacabuco,17,15,2
7,6-17 Pediátrico,FEMENINO,Motora,Flores,15,13,2
7,6-17 Pediátrico,FEMENINO,Motora,Parque Chacabuco,6,5,1
7,6-17 Pediátrico,FEMENINO,Visceral,Flores,7,7,0
7,6-17 Pediátrico,FEMENINO,Visceral,Parque Chacabuco,6,5,1
7,6-17 Pediátrico,FEMENINO,Visual,Flores,3,1,2
7,6-17 Pediátrico,FEMENINO,Visual,Parque Chacabuco,3,3,0
7,6-17 Pediátrico,MASCULINO,Auditiva,Flores,11,11,0
7,6-17 Pediátrico,MASCULINO,Auditiva,Parque Chacabuco,4,4,0
7,6-17 Pediátrico,MASCULINO,Mental,Flores,715,678,37
7,6-17 Pediátrico,MASCULINO,Mental,Parque Chacabuco,284,270,14
7,6-17 Pediátrico,MASCULINO,Mixta,Flores,52,49,3
7,6-17 Pediátrico,MASCULINO,Mixta,Parque Chacabuco,26,26,0
7,6-17 Pediátrico,MASCULINO,Motora,Flores,24,23,1
7,6-17 Pediátrico,MASCULINO,Motora,Parque Chacabuco,8,8,0
7,6-17 Pediátrico,MASCULINO,Visceral,Flores,3,3,0
7,6-17 Pediátrico,MASCULINO,Visceral,Parque Chacabuco,4,3,1
7,6-17 Pediátrico,MASCULINO,Visual,Flores,7,7,0
7,6-17 Pediátrico,MASCULINO,Visual,Parque Chacabuco,1,1,0
7,65+ Personas mayores,FEMENINO,Auditiva,Flores,525,510,15
7,65+ Personas mayores,FEMENINO,Auditiva,Parque Chacabuco,210,198,12
7,65+ Personas mayores,FEMENINO,Mental,Flores,294,262,32
7,65+ Personas mayores,FEMENINO,Mental,Parque Chacabuco,127,116,11
7,65+ Personas mayores,FEMENINO,Mixta,Flores,628,547,81
7,65+ Personas mayores,FEMENINO,Mixta,Parque Chacabuco,246,221,25
7,65+ Personas mayores,FEMENINO,Motora,Flores,610,553,57
7,65+ Personas mayores,FEMENINO,Motora,Parque Chacabuco,228,197,31
7,65+ Personas mayores,FEMENINO,Visceral,Flores,97,86,11
7,65+ Personas mayores,FEMENINO,Visceral,Parque Chacabuco,61,52,9
